NMT,Fecha,tipo,LAEQ,LAS01,LAS10,LAS50,LAS90,LAS99
48,20-2-2021,T,060.4,069.6,061.9,057.2,045.7,038.7
50,20-2-2021,T,063.4,069.5,065.1,060.8,049.2,044.6
54,20-2-2021,T,058.0,065.5,061.8,056.3,038.8,036.7
55,20-2-2021,T,052.3,061.4,054.7,048.9,043.4,040.5
86,20-2-2021,T,053.5,061.4,056.2,048.9,038.0,037.1
1,20-2-2021,D,066.9,072.8,070.7,064.0,056.5,050.6
2,20-2-2021,D,068.2,074.0,069.7,066.7,062.6,058.6
3,20-2-2021,D,066.7,068.6,063.8,059.3,050.0,044.7
5,20-2-2021,D,060.6,068.4,062.9,058.9,054.0,046.7
6,20-2-2021,D,068.5,075.3,070.5,065.3,059.8,054.3
8,20-2-2021,D,064.3,070.6,066.6,062.5,057.7,051.3
10,20-2-2021,D,064.1,071.6,066.6,059.8,054.1,049.0
11,20-2-2021,D,066.6,072.4,068.9,064.3,057.2,049.4
12,20-2-2021,D,063.2,072.1,063.8,060.1,056.0,050.4
13,20-2-2021,D,055.9,063.7,058.0,052.8,047.6,045.0
14,20-2-2021,D,063.8,069.5,065.5,063.0,060.4,056.9
16,20-2-2021,D,060.1,066.3,063.3,058.2,049.1,043.4
17,20-2-2021,D,056.4,065.1,058.8,054.0,049.0,044.6
18,20-2-2021,D,056.9,066.4,059.2,053.1,048.3,045.6
19,20-2-2021,D,058.6,067.0,061.3,055.2,050.6,047.5
20,20-2-2021,D,060.2,067.7,061.4,056.2,051.6,046.3
24,20-2-2021,D,049.6,057.0,052.1,048.0,045.4,044.0
25,20-2-2021,D,066.7,069.9,068.0,066.3,064.2,061.9
26,20-2-2021,D,059.3,066.7,062.9,056.4,053.0,051.0
27,20-2-2021,D,055.8,065.7,059.5,050.7,044.0,041.1
28,20-2-2021,D,067.3,074.7,071.2,064.3,055.9,049.3
29,20-2-2021,D,061.3,072.1,064.1,056.1,048.8,039.4
30,20-2-2021,D,059.8,065.8,062.3,059.0,052.5,049.1
31,20-2-2021,D,062.1,072.0,067.0,053.8,049.1,046.6
47,20-2-2021,D,054.4,064.1,055.4,050.6,047.6,046.0
48,20-2-2021,D,059.2,066.1,061.7,058.2,053.4,047.8
50,20-2-2021,D,064.4,070.3,065.6,062.1,057.8,052.8
54,20-2-2021,D,059.5,065.8,062.6,058.5,052.6,047.0
55,20-2-2021,D,053.5,062.2,055.8,050.5,046.6,043.5
86,20-2-2021,D,055.3,062.4,057.3,051.1,046.4,044.1
1,20-2-2021,E,067.4,073.0,070.8,065.3,059.4,056.3
2,20-2-2021,E,068.4,076.3,069.2,066.3,063.1,060.6
3,20-2-2021,E,070.3,075.3,068.7,062.6,058.5,053.7
5,20-2-2021,E,059.7,066.5,062.2,058.3,054.2,051.1
6,20-2-2021,E,067.5,075.0,070.4,065.0,060.6,057.0
8,20-2-2021,E,064.5,070.9,066.7,062.4,058.9,056.1
10,20-2-2021,E,062.3,070.8,065.7,059.6,054.7,051.9
11,20-2-2021,E,067.7,073.2,068.7,064.6,059.2,056.1
12,20-2-2021,E,061.9,068.8,063.7,060.4,057.4,054.9
13,20-2-2021,E,055.4,064.8,058.0,052.5,048.4,046.0
14,20-2-2021,E,063.3,068.4,064.9,062.6,060.3,058.3
16,20-2-2021,E,059.3,065.9,062.9,058.0,049.0,044.1
17,20-2-2021,E,055.7,064.6,058.2,052.2,046.8,043.2
18,20-2-2021,E,056.7,066.3,059.5,053.1,047.7,045.5
19,20-2-2021,E,059.9,066.1,060.6,054.5,049.9,047.6
20,20-2-2021,E,059.3,067.4,061.3,055.9,050.7,047.2
24,20-2-2021,E,045.6,052.6,048.5,043.9,042.0,041.1
25,20-2-2021,E,066.3,069.7,067.7,066.1,064.3,062.9
26,20-2-2021,E,057.5,065.7,061.5,054.6,052.1,050.2
27,20-2-2021,E,053.7,064.7,057.6,046.2,042.7,041.2
28,20-2-2021,E,064.7,072.7,068.7,060.9,053.7,050.0
29,20-2-2021,E,056.8,065.6,060.4,053.7,046.3,041.8
30,20-2-2021,E,058.1,064.6,060.9,056.1,052.1,050.3
31,20-2-2021,E,061.7,071.1,066.5,054.5,048.5,045.1
47,20-2-2021,E,054.1,065.3,055.1,048.9,045.9,044.3
48,20-2-2021,E,061.4,068.5,064.2,059.7,056.7,054.3
50,20-2-2021,E,065.8,072.5,066.0,062.6,058.8,055.5
54,20-2-2021,E,059.5,066.3,062.4,058.2,054.0,050.3
55,20-2-2021,E,052.8,062.4,054.9,049.0,045.4,043.8
86,20-2-2021,E,053.0,061.5,056.3,050.3,045.7,043.3
1,20-2-2021,N,061.0,070.4,065.8,054.7,044.2,039.9
2,20-2-2021,N,062.8,070.7,066.4,058.9,053.1,049.0
3,20-2-2021,N,056.3,069.0,058.6,045.5,040.5,039.1
5,20-2-2021,N,050.2,060.6,054.2,042.9,037.3,036.1
6,20-2-2021,N,062.2,072.3,065.0,054.8,046.3,038.8
8,20-2-2021,N,058.9,068.5,063.0,054.1,043.7,041.1
10,20-2-2021,N,056.5,068.5,059.0,047.9,046.3,046.0
11,20-2-2021,N,059.6,070.0,063.3,048.0,038.0,037.1
12,20-2-2021,N,054.4,063.6,058.0,048.9,040.9,038.2
13,20-2-2021,N,049.9,060.3,052.5,043.1,039.9,038.6
14,20-2-2021,N,058.1,066.1,061.6,055.2,048.7,045.2
16,20-2-2021,N,053.2,064.5,057.9,041.3,035.4,034.0
17,20-2-2021,N,046.2,056.2,049.5,040.4,036.1,034.5
18,20-2-2021,N,049.5,058.9,051.6,045.4,043.9,043.1
19,20-2-2021,N,051.6,063.4,054.6,043.6,036.2,033.5
20,20-2-2021,N,050.4,061.3,052.7,044.1,041.3,041.0
24,20-2-2021,N,042.9,052.6,045.3,040.1,038.0,037.1
25,20-2-2021,N,060.7,067.2,064.5,058.7,049.2,042.7
26,20-2-2021,N,054.9,064.4,057.1,051.5,046.9,044.5
27,20-2-2021,N,053.6,064.6,056.7,047.9,041.9,039.4
28,20-2-2021,N,057.3,069.7,059.8,044.2,039.3,037.6
29,20-2-2021,N,047.1,060.7,047.1,035.7,033.6,033.1
30,20-2-2021,N,056.2,069.7,053.6,046.1,042.0,039.6
31,20-2-2021,N,049.6,060.8,048.3,041.6,038.8,038.0
47,20-2-2021,N,048.8,060.6,047.7,042.2,038.7,037.2
48,20-2-2021,N,061.5,076.5,059.5,049.5,041.3,037.6
50,20-2-2021,N,057.8,066.4,061.6,052.3,046.2,043.5
54,20-2-2021,N,050.8,061.6,054.0,040.9,037.4,036.2
55,20-2-2021,N,049.4,058.7,051.3,045.8,041.9,039.9
86,20-2-2021,N,047.4,058.3,051.4,039.7,037.3,037.0
1,21-2-2021,T,065.3,074.0,069.8,060.5,048.6,041.6
2,21-2-2021,T,066.3,074.0,069.9,063.3,054.0,048.0
3,21-2-2021,T,059.2,068.9,061.9,053.2,042.3,039.8
5,21-2-2021,T,058.6,066.5,062.2,056.1,039.6,036.5
6,21-2-2021,T,067.1,076.0,070.7,062.9,048.6,041.0
8,21-2-2021,T,063.5,072.0,067.2,060.6,048.2,040.5
10,21-2-2021,T,062.1,072.1,066.3,057.3,048.6,046.6
11,21-2-2021,T,065.3,073.5,069.1,060.9,041.8,038.2
12,21-2-2021,T,060.5,067.8,063.1,057.4,043.8,038.2
13,21-2-2021,T,054.4,063.8,058.2,049.9,038.6,036.1
14,21-2-2021,T,062.8,068.9,065.5,061.5,049.3,041.5
16,21-2-2021,T,059.2,067.0,063.2,054.0,037.3,034.5
17,21-2-2021,T,052.7,061.7,056.4,049.2,035.3,033.1
18,21-2-2021,T,054.6,064.6,057.5,049.0,042.9,041.5
19,21-2-2021,T,056.5,065.8,060.3,052.2,038.8,034.6
20,21-2-2021,T,058.8,068.1,061.2,054.0,041.4,040.1
24,21-2-2021,T,045.2,053.1,047.8,043.2,040.4,038.5
25,21-2-2021,T,065.8,071.7,068.9,065.4,050.4,041.3
26,21-2-2021,T,057.8,067.0,061.5,054.7,046.2,040.7
27,21-2-2021,T,054.6,066.3,057.7,046.7,037.8,034.2
28,21-2-2021,T,064.5,074.1,069.2,057.7,040.7,037.1
29,21-2-2021,T,056.1,066.5,060.3,048.3,034.7,033.3
30,21-2-2021,T,058.0,067.7,061.0,054.5,042.2,037.6
31,21-2-2021,T,061.8,072.9,066.3,049.6,037.8,036.2
47,21-2-2021,T,052.5,064.3,053.5,046.4,037.3,035.8
48,21-2-2021,T,059.5,067.6,063.3,056.1,044.5,039.0
50,21-2-2021,T,063.9,071.5,067.1,060.4,047.9,043.7
54,21-2-2021,T,058.1,066.8,062.2,055.0,038.6,035.0
55,21-2-2021,T,051.7,061.8,054.5,047.1,040.2,037.5
86,21-2-2021,T,053.4,064.1,057.1,047.3,037.9,036.2
1,21-2-2021,D,064.9,071.8,069.3,061.4,054.3,050.4
2,21-2-2021,D,065.6,072.0,068.0,063.8,059.1,054.7
3,21-2-2021,D,059.3,068.8,063.0,054.9,046.6,042.8
5,21-2-2021,D,059.8,066.4,062.4,058.1,051.7,042.3
6,21-2-2021,D,066.8,073.9,069.8,063.9,056.1,049.6
8,21-2-2021,D,063.4,070.3,066.6,061.7,054.3,048.3
10,21-2-2021,D,062.2,071.2,066.1,058.6,052.2,048.1
11,21-2-2021,D,065.4,071.9,068.8,063.2,054.5,045.6
12,21-2-2021,D,060.9,067.9,063.0,058.8,053.6,048.1
13,21-2-2021,D,054.8,063.8,058.1,051.7,044.3,040.9
14,21-2-2021,D,063.5,068.3,065.2,062.4,058.1,053.0
16,21-2-2021,D,059.3,066.3,063.2,056.8,045.6,039.0
17,21-2-2021,D,053.7,061.8,056.7,051.1,045.4,040.2
18,21-2-2021,D,056.5,066.2,059.2,051.3,046.0,044.2
19,21-2-2021,D,057.1,065.6,060.4,053.7,046.8,042.2
20,21-2-2021,D,058.3,066.8,060.9,055.6,048.2,042.6
24,21-2-2021,D,045.6,053.4,048.2,043.7,041.3,039.9
25,21-2-2021,D,066.3,069.7,068.3,066.3,062.1,057.2
26,21-2-2021,D,058.6,066.6,062.4,056.1,050.5,046.8
27,21-2-2021,D,055.5,066.2,059.0,048.7,042.8,039.3
28,21-2-2021,D,065.9,074.5,070.2,061.5,051.3,043.5
29,21-2-2021,D,057.3,066.2,061.0,052.3,044.1,037.4
30,21-2-2021,D,058.3,064.8,060.9,056.4,048.5,043.6
31,21-2-2021,D,062.4,072.5,067.8,052.3,043.5,040.3
47,21-2-2021,D,053.9,065.7,054.0,047.9,044.0,041.5
48,21-2-2021,D,057.7,063.7,060.4,056.7,050.8,044.5
50,21-2-2021,D,064.1,069.8,065.8,061.4,055.4,050.3
54,21-2-2021,D,058.4,065.1,061.8,057.1,048.3,040.0
55,21-2-2021,D,052.4,061.5,054.8,048.8,043.1,040.1
86,21-2-2021,D,052.9,062.1,056.8,048.8,042.5,040.1
1,21-2-2021,E,069.4,075.5,073.4,066.6,060.0,055.2
2,21-2-2021,E,070.7,075.8,073.1,069.7,065.1,062.0
3,21-2-2021,E,062.7,071.6,063.3,057.2,051.4,047.2
5,21-2-2021,E,061.1,067.5,064.6,059.7,054.6,049.9
6,21-2-2021,E,071.5,077.7,074.9,069.6,064.6,060.8
8,21-2-2021,E,067.4,074.0,070.6,065.6,059.8,053.0
10,21-2-2021,E,066.0,074.4,070.0,063.1,057.0,053.5
11,21-2-2021,E,069.4,075.2,072.4,067.0,059.8,054.5
12,21-2-2021,E,064.0,073.2,065.4,061.5,057.5,054.3
13,21-2-2021,E,057.4,065.3,061.2,054.8,048.9,045.0
14,21-2-2021,E,065.3,070.5,067.5,064.4,061.3,058.0
16,21-2-2021,E,063.2,068.8,065.6,059.8,050.9,045.7
17,21-2-2021,E,055.5,063.5,059.0,053.4,048.2,045.5
18,21-2-2021,E,054.4,062.8,057.9,051.7,045.5,042.5
19,21-2-2021,E,059.8,067.7,063.3,057.6,053.0,049.8
20,21-2-2021,E,063.3,070.3,065.0,058.7,053.4,050.1
24,21-2-2021,E,044.6,051.2,047.4,043.2,040.9,040.0
25,21-2-2021,E,069.2,072.7,071.2,068.9,066.2,063.8
26,21-2-2021,E,060.5,069.3,064.2,057.5,054.1,051.3
27,21-2-2021,E,057.4,068.7,061.4,050.5,044.5,040.8
28,21-2-2021,E,066.8,075.0,071.0,062.6,054.8,047.1
29,21-2-2021,E,058.9,068.3,063.9,052.3,044.1,036.8
30,21-2-2021,E,059.2,067.1,063.1,056.4,052.0,050.1
31,21-2-2021,E,065.5,075.3,069.8,058.1,052.1,049.1
47,21-2-2021,E,053.6,065.1,055.2,050.0,044.7,042.0
48,21-2-2021,E,063.8,068.5,066.4,063.3,058.7,055.9
50,21-2-2021,E,067.7,072.7,070.6,066.6,062.0,059.0
54,21-2-2021,E,062.1,069.1,065.5,060.6,054.9,050.1
55,21-2-2021,E,054.7,064.3,057.9,051.4,046.1,043.4
86,21-2-2021,E,058.1,068.1,061.7,054.1,047.0,042.8
1,21-2-2021,N,061.4,071.5,065.1,053.7,043.7,040.5
2,21-2-2021,N,062.0,069.9,065.2,057.2,050.6,046.4
3,21-2-2021,N,055.0,068.0,056.6,044.9,040.7,039.2
5,21-2-2021,N,050.0,060.0,054.2,043.5,037.3,036.2
6,21-2-2021,N,061.0,071.0,064.3,053.0,044.0,040.0
8,21-2-2021,N,058.3,068.2,062.6,053.0,042.7,039.7
10,21-2-2021,N,057.3,068.4,060.5,051.2,047.4,046.2
11,21-2-2021,N,058.2,069.1,062.4,046.5,039.2,037.5
12,21-2-2021,N,053.7,063.4,057.7,047.8,039.8,037.5
13,21-2-2021,N,049.6,060.6,053.2,042.0,036.8,035.4
14,21-2-2021,N,057.8,065.6,060.9,053.1,044.5,039.6
16,21-2-2021,N,052.5,064.1,056.8,040.3,035.5,034.1
17,21-2-2021,N,045.2,056.3,047.8,037.6,033.7,032.9
18,21-2-2021,N,049.6,059.3,052.1,044.3,042.4,042.0
19,21-2-2021,N,050.2,061.6,052.4,041.7,036.1,034.0
20,21-2-2021,N,052.8,066.0,052.3,042.7,040.5,040.0
24,21-2-2021,N,045.1,053.5,047.8,042.9,039.8,038.2
25,21-2-2021,N,059.4,067.4,063.7,056.2,044.2,039.3
26,21-2-2021,N,052.0,062.7,054.4,049.1,042.8,039.3
27,21-2-2021,N,047.8,060.6,047.9,040.0,035.3,033.6
28,21-2-2021,N,056.1,068.9,058.0,044.1,037.9,036.4
29,21-2-2021,N,045.9,059.9,045.1,035.8,034.0,033.1
30,21-2-2021,N,056.8,069.8,056.8,044.9,039.2,037.0
31,21-2-2021,N,049.6,062.2,045.7,039.2,036.6,036.0
47,21-2-2021,N,047.8,060.3,046.3,039.0,036.3,035.3
48,21-2-2021,N,057.6,070.5,057.5,048.0,040.7,038.0
50,21-2-2021,N,057.1,066.5,061.3,051.1,045.1,043.1
54,21-2-2021,N,049.3,060.8,052.8,041.0,036.2,034.2
55,21-2-2021,N,045.5,055.2,047.4,041.9,038.5,037.1
86,21-2-2021,N,046.7,057.5,050.6,039.9,036.8,036.1
1,22-2-2021,T,066.5,072.8,070.3,063.3,048.0,040.8
2,22-2-2021,T,067.9,073.7,070.2,066.4,056.0,049.0
3,22-2-2021,T,060.1,069.8,062.8,056.3,043.3,040.1
5,22-2-2021,T,060.0,068.2,062.8,057.9,040.8,036.2
6,22-2-2021,T,068.5,076.0,071.8,065.2,050.1,040.3
8,22-2-2021,T,067.6,072.0,067.7,062.7,048.6,040.7
10,22-2-2021,T,063.3,072.5,067.5,059.3,047.6,046.2
11,22-2-2021,T,066.3,073.0,070.0,064.6,043.1,037.6
12,22-2-2021,T,063.2,072.9,064.7,059.6,048.7,045.2
13,22-2-2021,T,055.7,064.2,058.6,052.1,039.2,036.3
14,22-2-2021,T,063.0,069.5,065.5,062.1,050.7,042.7
16,22-2-2021,T,060.9,067.9,064.8,058.5,040.2,035.4
17,22-2-2021,T,055.8,065.4,058.9,052.1,040.2,037.2
18,22-2-2021,T,054.8,064.5,057.1,049.8,043.5,043.0
19,22-2-2021,T,059.1,068.2,062.0,055.9,042.9,036.4
20,22-2-2021,T,058.8,067.1,061.7,055.7,043.1,041.2
24,22-2-2021,T,046.7,056.8,049.8,043.1,038.9,037.3
25,22-2-2021,T,067.6,071.8,070.1,068.0,055.1,042.2
26,22-2-2021,T,060.5,069.5,064.8,055.9,045.5,038.0
27,22-2-2021,T,055.4,065.3,059.6,049.8,038.0,031.9
28,22-2-2021,T,066.4,074.8,071.0,061.1,043.0,038.4
29,22-2-2021,T,057.3,066.5,062.1,050.2,034.8,033.3
30,22-2-2021,T,059.1,068.3,061.9,056.3,042.8,039.2
31,22-2-2021,T,061.2,071.9,065.9,053.3,041.7,037.7
47,22-2-2021,T,054.3,065.4,054.6,048.3,038.6,036.1
48,22-2-2021,T,060.7,069.1,063.1,059.0,044.9,039.7
50,22-2-2021,T,064.2,070.3,066.6,062.7,050.7,045.2
54,22-2-2021,T,059.1,066.3,062.8,057.7,040.8,036.4
55,22-2-2021,T,053.7,062.5,056.3,049.8,041.1,037.2
86,22-2-2021,T,053.7,062.8,057.7,049.7,037.3,035.1
1,22-2-2021,D,067.9,073.2,070.8,066.7,060.3,056.6
2,22-2-2021,D,069.4,074.6,070.9,068.2,064.5,061.7
3,22-2-2021,D,061.9,070.8,064.2,058.6,054.3,047.2
5,22-2-2021,D,062.2,070.3,063.9,060.3,056.8,053.2
6,22-2-2021,D,070.3,077.0,072.8,067.7,063.3,060.2
8,22-2-2021,D,070.0,074.3,068.6,064.5,061.3,058.2
10,22-2-2021,D,065.1,073.2,069.0,062.0,057.1,053.9
11,22-2-2021,D,068.1,073.8,070.8,067.2,062.0,056.8
12,22-2-2021,D,065.5,074.9,067.5,061.8,058.2,055.8
13,22-2-2021,D,056.4,064.8,059.2,054.1,049.1,046.0
14,22-2-2021,D,064.5,070.6,066.2,063.5,061.0,059.1
16,22-2-2021,D,062.6,068.7,065.6,061.5,054.2,047.3
17,22-2-2021,D,056.2,064.4,058.9,054.2,050.0,046.5
18,22-2-2021,D,056.5,065.7,058.5,052.4,047.0,044.5
19,22-2-2021,D,060.9,069.2,063.1,058.2,054.2,051.6
20,22-2-2021,D,060.4,068.1,062.8,057.8,054.4,051.5
24,22-2-2021,D,048.2,058.0,051.8,044.5,040.2,038.3
25,22-2-2021,D,069.1,072.1,070.6,068.9,067.0,065.0
26,22-2-2021,D,062.6,072.0,066.0,058.7,054.4,051.9
27,22-2-2021,D,056.8,065.8,061.0,051.7,045.6,042.9
28,22-2-2021,D,068.4,075.4,072.2,065.9,058.2,054.2
29,22-2-2021,D,059.1,067.0,063.4,055.3,047.2,042.5
30,22-2-2021,D,059.7,066.2,062.4,058.4,054.8,051.4
31,22-2-2021,D,062.9,072.6,067.7,056.0,051.3,048.7
47,22-2-2021,D,056.0,066.2,055.8,050.7,047.4,045.4
48,22-2-2021,D,061.5,067.2,063.9,060.7,057.0,053.8
50,22-2-2021,D,065.9,071.3,067.2,064.4,061.0,058.3
54,22-2-2021,D,060.7,066.8,063.5,059.6,055.5,051.8
55,22-2-2021,D,055.3,063.4,058.1,052.2,047.8,045.0
86,22-2-2021,D,055.5,063.6,059.0,053.0,047.6,044.5
1,22-2-2021,E,067.6,073.0,070.4,065.2,057.9,053.8
2,22-2-2021,E,068.3,073.3,069.3,066.3,062.2,059.4
3,22-2-2021,E,060.1,068.5,062.5,057.1,051.2,047.3
5,22-2-2021,E,059.4,065.8,061.9,057.8,052.6,047.9
6,22-2-2021,E,068.9,075.8,071.4,066.0,061.5,057.4
8,22-2-2021,E,064.1,071.0,067.4,062.5,057.3,049.6
10,22-2-2021,E,063.6,072.0,067.5,060.4,054.4,049.9
11,22-2-2021,E,066.4,072.7,069.7,065.3,058.1,052.7
12,22-2-2021,E,061.2,068.5,063.5,060.0,055.8,052.2
13,22-2-2021,E,058.7,066.4,059.4,054.2,049.0,045.6
14,22-2-2021,E,063.6,070.4,065.2,062.3,059.1,055.6
16,22-2-2021,E,061.4,067.9,064.8,059.6,049.7,042.4
17,22-2-2021,E,059.6,068.9,062.7,055.5,045.9,042.1
18,22-2-2021,E,055.5,065.2,056.9,051.2,047.1,046.1
19,22-2-2021,E,058.7,068.0,061.9,055.4,049.9,046.3
20,22-2-2021,E,060.1,068.9,062.3,056.4,049.9,045.2
24,22-2-2021,E,046.0,055.2,048.4,043.8,041.8,040.4
25,22-2-2021,E,068.4,071.6,069.8,068.2,066.1,063.4
26,22-2-2021,E,059.5,067.8,062.8,055.7,052.7,050.6
27,22-2-2021,E,056.2,065.5,059.9,052.3,047.8,043.5
28,22-2-2021,E,065.4,073.9,069.8,061.0,052.7,045.1
29,22-2-2021,E,057.9,066.4,061.8,050.8,042.2,036.4
30,22-2-2021,E,057.6,065.7,060.7,055.2,049.6,046.7
31,22-2-2021,E,062.5,072.1,067.2,056.5,048.4,043.7
47,22-2-2021,E,054.7,067.8,054.7,047.5,042.8,039.4
48,22-2-2021,E,060.2,068.8,062.5,059.0,054.9,052.5
50,22-2-2021,E,064.5,070.3,066.5,063.2,058.8,055.6
54,22-2-2021,E,060.5,066.8,063.6,059.4,053.8,047.9
55,22-2-2021,E,054.4,063.7,055.6,050.6,046.3,043.6
86,22-2-2021,E,053.2,062.0,056.9,049.7,042.8,039.7
1,22-2-2021,N,062.0,072.6,066.6,053.2,043.1,039.5
2,22-2-2021,N,063.5,071.7,067.7,059.2,052.2,047.3
3,22-2-2021,N,054.1,066.8,055.1,045.5,041.0,039.5
5,22-2-2021,N,051.4,061.9,055.5,044.8,037.2,035.7
6,22-2-2021,N,062.5,072.4,066.1,054.7,043.6,039.2
8,22-2-2021,N,059.9,070.2,064.2,054.2,042.5,039.9
10,22-2-2021,N,055.9,067.6,058.4,048.9,046.7,046.1
11,22-2-2021,N,059.0,070.1,063.6,047.9,039.2,037.0
12,22-2-2021,N,055.9,064.4,059.1,051.4,046.6,043.7
13,22-2-2021,N,050.5,061.8,054.2,041.5,037.5,035.8
14,22-2-2021,N,058.3,066.5,062.5,055.1,045.6,041.1
16,22-2-2021,N,055.0,066.0,059.8,044.2,037.1,034.5
17,22-2-2021,N,048.9,058.6,052.4,043.3,038.4,036.5
18,22-2-2021,N,048.2,058.3,051.3,043.8,043.0,040.8
19,22-2-2021,N,053.5,064.2,057.1,047.2,039.1,034.6
20,22-2-2021,N,051.0,061.9,053.8,045.4,042.0,041.0
24,22-2-2021,N,042.7,051.3,045.4,040.6,038.1,037.1
25,22-2-2021,N,062.7,069.8,067.3,059.3,047.3,039.4
26,22-2-2021,N,055.1,067.0,057.5,050.1,040.6,036.8
27,22-2-2021,N,050.8,063.0,052.1,041.4,034.1,030.6
28,22-2-2021,N,059.5,071.9,062.0,046.7,040.3,037.9
29,22-2-2021,N,049.5,062.9,050.3,037.0,034.0,033.1
30,22-2-2021,N,058.6,071.1,059.8,046.6,040.1,038.6
31,22-2-2021,N,051.6,061.3,051.7,044.8,039.4,037.1
47,22-2-2021,N,048.1,060.7,047.0,040.4,037.6,036.5
48,22-2-2021,N,059.9,073.9,060.4,050.0,041.1,039.0
50,22-2-2021,N,059.4,068.5,063.8,054.4,047.0,044.2
54,22-2-2021,N,052.1,063.0,056.3,043.8,038.0,035.5
55,22-2-2021,N,047.5,057.6,049.5,043.0,038.1,036.7
86,22-2-2021,N,048.0,059.7,050.1,039.8,035.8,034.5
1,23-2-2021,T,066.7,073.0,070.6,063.1,049.0,041.1
2,23-2-2021,T,068.3,074.8,070.4,066.7,056.5,050.4
3,23-2-2021,T,060.7,069.7,063.3,056.8,043.4,041.4
5,23-2-2021,T,060.2,068.7,063.1,058.5,039.5,037.1
6,23-2-2021,T,068.7,076.0,071.7,065.5,050.2,041.0
8,23-2-2021,T,064.5,071.7,067.8,062.8,048.7,040.4
10,23-2-2021,T,064.0,072.9,067.9,059.8,047.8,046.3
11,23-2-2021,T,066.8,073.5,070.1,065.0,041.9,037.3
12,23-2-2021,T,061.8,069.8,064.0,059.9,047.8,040.6
13,23-2-2021,T,055.9,064.4,059.3,052.9,036.3,034.2
14,23-2-2021,T,063.4,069.7,065.8,062.7,051.5,043.7
16,23-2-2021,T,061.1,068.0,064.9,059.1,036.5,034.0
17,23-2-2021,T,055.5,065.2,058.5,052.2,040.6,036.4
18,23-2-2021,T,056.1,065.7,057.7,051.0,043.0,042.0
19,23-2-2021,T,058.9,067.4,061.9,055.2,039.5,033.5
20,23-2-2021,T,059.5,067.9,062.4,056.2,042.3,040.6
24,23-2-2021,T,047.0,054.0,049.5,044.3,039.5,038.2
25,23-2-2021,T,067.5,071.7,069.9,067.8,056.2,046.9
26,23-2-2021,T,060.5,070.0,064.1,056.6,046.8,040.9
27,23-2-2021,T,056.6,066.0,060.4,050.5,042.8,038.3
28,23-2-2021,T,066.8,075.2,071.4,061.9,039.0,036.8
29,23-2-2021,T,057.0,066.2,061.6,051.8,034.9,033.3
30,23-2-2021,T,060.4,069.8,062.4,057.3,042.9,039.3
31,23-2-2021,T,061.3,072.0,066.2,053.0,040.2,036.5
47,23-2-2021,T,054.3,066.5,054.9,048.3,037.3,035.4
48,23-2-2021,T,060.1,067.5,063.2,058.4,044.7,038.2
50,23-2-2021,T,064.6,070.5,066.6,062.7,049.3,043.7
54,23-2-2021,T,059.9,066.9,063.6,058.5,039.6,035.2
55,23-2-2021,T,054.7,062.9,056.8,050.3,041.5,038.3
86,23-2-2021,T,054.1,063.0,058.2,049.7,036.3,035.1
1,23-2-2021,D,068.1,073.4,071.2,066.2,060.2,057.1
2,23-2-2021,D,069.6,075.8,071.2,068.3,064.7,061.9
3,23-2-2021,D,062.8,070.8,064.8,059.3,054.8,048.2
5,23-2-2021,D,062.4,070.7,064.4,060.9,057.6,054.3
6,23-2-2021,D,070.4,077.0,072.6,068.3,063.9,061.4
8,23-2-2021,D,066.1,072.4,068.6,064.4,061.2,058.3
10,23-2-2021,D,065.5,073.5,069.5,062.6,057.6,054.5
11,23-2-2021,D,068.9,074.6,070.9,067.5,062.5,057.6
12,23-2-2021,D,063.6,071.4,064.9,061.8,058.5,056.3
13,23-2-2021,D,057.4,065.3,060.0,055.3,050.5,047.0
14,23-2-2021,D,064.8,070.9,066.4,063.9,061.6,060.0
16,23-2-2021,D,062.9,069.2,065.8,062.2,055.2,048.7
17,23-2-2021,D,057.5,066.8,059.9,054.8,050.4,047.3
18,23-2-2021,D,057.0,066.6,058.8,053.4,048.4,045.5
19,23-2-2021,D,060.9,068.6,063.2,057.9,053.5,051.2
20,23-2-2021,D,061.5,069.1,063.7,058.5,055.1,052.2
24,23-2-2021,D,048.6,054.6,050.4,045.7,042.6,041.1
25,23-2-2021,D,068.9,072.0,070.4,068.7,067.1,065.6
26,23-2-2021,D,062.5,072.0,065.4,059.0,055.0,052.4
27,23-2-2021,D,058.1,066.8,061.7,053.3,046.2,043.1
28,23-2-2021,D,068.9,075.8,072.6,066.7,058.7,054.2
29,23-2-2021,D,059.1,066.9,062.9,056.4,049.6,045.7
30,23-2-2021,D,060.9,066.5,062.8,059.2,055.8,052.3
31,23-2-2021,D,063.3,072.8,068.1,057.3,050.2,047.4
47,23-2-2021,D,055.8,066.9,056.2,050.9,047.1,045.1
48,23-2-2021,D,061.8,069.0,063.9,060.6,055.4,053.0
50,23-2-2021,D,066.4,071.6,067.3,064.4,061.1,058.3
54,23-2-2021,D,061.7,067.7,064.5,060.7,056.9,053.3
55,23-2-2021,D,056.5,063.7,058.4,052.5,048.1,045.1
86,23-2-2021,D,056.2,064.3,059.5,053.8,047.3,043.7
1,23-2-2021,E,067.5,073.7,070.6,064.6,058.4,053.8
2,23-2-2021,E,068.8,076.5,069.9,066.8,063.1,060.4
3,23-2-2021,E,059.2,068.5,062.0,056.4,052.8,049.1
